Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0037387,CG1213,3R,+,5841170,5846568,0.472202,0.735652,1.033735
FBgn0037388,CG14676,3R,+,5847220,5848177,186.877869,217.058243,305.009369
FBgn0037389,CR10991,3R,+,5848953,5849688,9.992857,16.020271,22.51162
FBgn0029088,disp,3R,-,5849697,5856311,1.892533,2.198173,3.088864
FBgn0085316,CG34287,3R,+,5853332,5854282,63.844234,74.154938,104.202225
FBgn0028436,ECSIT,3R,+,5856585,5857914,0.678947,0.788595,1.108131
FBgn0037391,CG2017,3R,-,5858083,5862405,34.92403,48.910946,68.729462
FBgn0267808,asRNA:CR46133,3R,+,5858195,5858894,0.209526,0.243364,0.341974
FBgn0083949,side-III,3R,-,5862865,5959555,0.116941,0.135827,0.190863
FBgn0267399,lncRNA:CR45761,3R,+,5890842,5891926,0.139171,0.161647,0.227145
FBgn0267400,lncRNA:CR45762,3R,+,5914316,5915335,6.471569,7.516714,10.562455
FBgn0040679,CG11373,3R,-,5960294,5960987,282.786896,328.45636,461.545532
FBgn0266230,lncRNA:CR44925,3R,+,5965806,5966411,2.943894,3.419327,4.804824
FBgn0266231,lncRNA:CR44926,3R,+,5969983,5970598,9.201299,10.687288,15.017735
FBgn0284417,lncRNA:TS20,3R,+,5970760,5971291,1.182331,1.373275,1.92972
FBgn0011281,Obp83a,3R,-,5972155,5975245,0,0,0
FBgn0010403,Obp83b,3R,-,5976177,5976817,0.570076,0.662142,0.930439
FBgn0266232,lncRNA:CR44927,3R,+,5989227,5990341,4.157847,4.82933,6.786156
FBgn0266233,lncRNA:CR44928,3R,-,5994791,5995817,1.822454,2.116776,2.974486
FBgn0003261,Rm62,3R,-,6000426,6008579,7.582367,14.598659,20.513975
FBgn0037395,CG10280,3R,-,6010573,6011932,0,0,0
FBgn0037396,CG11459,3R,-,6025826,6027238,0.090587,0.132388,0.18603
FBgn0266226,lncRNA:CR44921,3R,-,6053028,6053528,23.846308,27.697435,38.920326
FBgn0037398,CG15580,3R,-,6054712,6057536,59.565582,69.185295,97.218903
FBgn0037399,Or83c,3R,-,6076804,6078283,0,0,0
FBgn0026077,Gasp,3R,-,6088799,6100887,0.912625,2.00851,2.82235
FBgn0266234,lncRNA:CR44929,3R,-,6101958,6104863,0,0,0
FBgn0046878,Obp83cd,3R,+,6108134,6109733,0,0,0
FBgn0046876,Obp83ef,3R,-,6109642,6111034,0,0,0
FBgn0046875,Obp83g,3R,-,6111671,6112302,0.567663,0.659339,0.926501
FBgn0037402,Vha14-2,3R,+,6122592,6124405,33.290401,44.079285,61.940033
FBgn0263497,lncRNA:CR43486,3R,-,6126476,6127152,0.967504,1.384905,1.946063
FBgn0263498,lncRNA:CR43487,3R,-,6127229,6127955,3.56121,4.38778,6.165691
FBgn0051559,CG31559,3R,-,6150116,6157235,1.802297,2.093364,2.941587
FBgn0037405,CG1077,3R,+,6167483,6170309,3.336229,3.875023,5.445167
FBgn0037408,NPFR,3R,+,6187315,6195403,0,0,0
FBgn0037409,Osi24,3R,+,6198811,6207678,0.528718,0.614105,0.862938
FBgn0037410,Osi2,3R,+,6209373,6213493,2.029698,2.962057,4.16227
FBgn0037411,Osi3,3R,+,6215832,6218199,0.209993,0.298347,0.419236
FBgn0037412,Osi4,3R,-,6218318,6221781,0,0,0
FBgn0037413,Osi5,3R,+,6227512,6228828,10.591928,12.302501,17.287426
FBgn0027527,Osi6,3R,+,6234708,6237181,4.765439,5.535047,7.777826
FBgn0037416,Osi9,3R,+,6260211,6262105,1.534559,1.782387,2.504603
FBgn0037417,Osi10,3R,+,6263976,6267395,0,0,0
FBgn0037418,Osi11,3R,-,6267591,6268757,0.177378,0.206024,0.289504
FBgn0037419,Osi12,3R,+,6278531,6282495,2.764102,3.210499,4.51138
FBgn0037420,CG15597,3R,-,6284462,6285200,0,0,0
FBgn0037421,CG15594,3R,+,6287733,6289824,0,0,0
FBgn0037422,Osi13,3R,+,6291737,6293489,0.936759,1.088044,1.528914
FBgn0040279,Osi14,3R,+,6299128,6300738,1.490376,1.731068,2.432491
FBgn0037424,Osi15,3R,+,6301804,6303653,0,0,0
FBgn0037427,Osi17,3R,+,6311772,6327308,0.196411,0.228131,0.320569
FBgn0037431,CG17917,3R,+,6341968,6342873,14.96034,17.376404,24.417252
FBgn0037432,CG10298,3R,+,6343002,6343799,174.144974,202.269028,284.2276
FBgn0037433,CG17919,3R,+,6344029,6345087,11.594194,13.466632,18.923256
FBgn0261789,SmD2,3R,-,6345000,6345911,5.009919,5.81901,8.176849
FBgn0037435,CG18048,3R,+,6346111,6347519,0.317246,0.368481,0.517787
FBgn0037436,Hr83,3R,+,6349243,6350512,0,0,0
FBgn0267698,Pak,3R,+,6350896,6361614,2.351978,5.545725,7.79283
FBgn0261641,CG42724,3R,-,6361672,6368288,4.12288,8.000845,11.242756
FBgn0037439,CG10286,3R,+,6368965,6371115,0.732818,0.851167,1.196056
FBgn0037440,CRAT,3R,-,6371026,6376044,1.173018,1.585655,2.228156
FBgn0260766,CG42564,3R,+,6374475,6377348,1.347861,1.565538,2.199887
FBgn0261006,snoRNA:83E4-5,3R,+,6375359,6375498,0.278177,0.323102,0.454022
FBgn0027514,CG1024,3R,-,6377349,6380328,0,0,0
FBgn0260645,CG42537,3R,+,6377797,6378233,0,0,0
FBgn0010282,TfIIFalpha,3R,+,6380467,6382604,20.764191,24.117563,33.8899
FBgn0037442,godzilla,3R,+,6382914,6388304,11.028827,16.178253,22.733618
FBgn0037443,Dmtn,3R,-,6389162,6405895,1.731905,2.011604,2.826698
FBgn0264495,gpp,3R,+,6406855,6449274,28.8405,47.681614,67.002022
FBgn0264787,lncRNA:CR44017,3R,-,6408978,6409578,21.643927,25.139376,35.325745
FBgn0037445,CG9727,3R,-,6449944,6456676,4.227124,5.994357,8.423246
FBgn0283558,mir-9375,3R,-,6451551,6451609,0.002803,0.003256,0.004575
FBgn0037446,Zif,3R,+,6457088,6458822,32.89175,39.618397,55.671608
FBgn0037447,Neurochondrin,3R,+,6468437,6471016,6.008333,6.978666,9.806393
FBgn0037448,CG15186,3R,+,6478311,6495025,0.556381,1.471884,2.068285
FBgn0037449,CG15185,3R,+,6527508,6528674,5.964867,6.92818,9.735451
FBgn0053202,dpr11,3R,-,6529169,6593330,0,0,0
FBgn0046873,Pif2,3R,+,6549036,6549983,228.980835,265.960754,373.726959
FBgn0267807,lncRNA:CR46132,3R,+,6554317,6554999,2.222548,2.581485,3.627492
FBgn0037454,CG1137,3R,-,6558618,6560351,284.582184,330.541595,464.475708
FBgn0037455,CG2336,3R,+,6580784,6582271,157.824005,183.312256,257.5896
FBgn0267806,lncRNA:CR46131,3R,+,6585431,6586105,5.139259,5.969238,8.38795
FBgn0037456,CG1138,3R,-,6596625,6598022,64.678108,75.123489,105.563217
FBgn0051482,CG31482,3R,+,6601242,6602201,178.132568,206.900589,290.735901
FBgn0250846,glob2,3R,-,6605997,6608914,61.11787,135.920685,190.995193
FBgn0037460,sowi,3R,-,6626930,6627900,322.100006,374.118469,525.709717
FBgn0037461,CG15177,3R,-,6628204,6629321,198.445206,230.493683,323.888763
FBgn0037462,sunz,3R,+,6630151,6631184,98.332794,114.213333,160.492111
FBgn0051286,CG31286,3R,+,6641232,6643346,176.1689,204.619797,287.530914
FBgn0026565,Ass,3R,-,6642262,6644434,2.679426,3.112148,4.373177
FBgn0010355,Taf1,3R,+,6646889,6656048,4.135544,4.835616,6.794987
FBgn0026566,CG1307,3R,-,6656030,6657442,12.126834,18.158901,25.516815
FBgn0262801,twr,3R,+,6657882,6659442,12.226901,14.201519,19.955917
FBgn0024912,agt,3R,-,6658806,6660100,0,0,0
FBgn0002522,lab,3R,-,6661427,6678590,0.796454,1.256417,1.765512
FBgn0004778,Ccp84Af,3R,-,6689602,6690239,0,0,0
FBgn0004779,Ccp84Ae,3R,-,6690887,6691758,0,0,0
FBgn0004780,Ccp84Ad,3R,+,6692732,6693527,0.335601,0.3898,0.547745
FBgn0063127,lncRNA:CR33938,3R,-,6699560,6700164,0.574257,0.666998,0.937263
FBgn0004782,Ccp84Ab,3R,-,6701968,6702877,0.565547,0.656882,0.923047
FBgn0004783,Ccp84Aa,3R,+,6704084,6704903,1.70414,1.979355,2.781382
FBgn0051481,pb,3R,-,6707800,6742063,1.706277,1.981837,2.784869
FBgn0000166,bcd,3R,-,6755842,6759466,0.595953,0.692198,0.972674
FBgn0267153,lncRNA:CR45593,3R,-,6761513,6763478,1.291111,2.921194,4.10485
FBgn0000071,Ama,3R,+,6762593,6765261,0.109504,0.186577,0.262178
FBgn0261638,lncRNA:CR42721,3R,+,6767050,6779728,0.024272,0.101079,0.142036
FBgn0262174,mir-993,3R,+,6776333,6776451,0,0,0
FBgn0263383,lncRNA:CR43435,3R,-,6778117,6778952,1.364833,1.585251,2.227588
FBgn0000439,Dfd,3R,+,6791836,6802428,0,0,0
FBgn0261503,lncRNA:CR42651,3R,-,6808796,6816379,0.036127,0.041961,0.058964
FBgn0262424,mir-10,3R,-,6809506,6809582,0,0,0
FBgn0267575,lncRNA:CR45915,3R,+,6810819,6811246,0,0,0
FBgn0261504,7SLRNA:CR42652,3R,-,6820133,6820431,0,0,0
FBgn0000003,7SLRNA:CR32864,3R,+,6822498,6822796,0,0,0
FBgn0003339,Scr,3R,-,6823120,6849981,0,0,0
FBgn0267561,lncRNA:CR45901,3R,+,6833363,6834247,0.960452,1.594949,2.241216
FBgn0267562,lncRNA:CR45902,3R,-,6834343,6834967,0,0,0
FBgn0267563,lncRNA:CR45903,3R,-,6835380,6835690,0.488746,0.567677,0.797698
FBgn0267564,lncRNA:CR45904,3R,+,6835869,6836358,0,0,0
FBgn0267565,lncRNA:CR45905,3R,+,6836666,6837608,0,0,0
FBgn0001077,ftz,3R,+,6864324,6866244,2.686584,3.120462,4.38486
FBgn0266236,lncRNA:CR44931,3R,-,6877678,6885278,0,0,0
FBgn0267119,lncRNA:CR45559,3R,-,6892918,6893462,0.141284,0.164101,0.230594
FBgn0266237,lncRNA:CR44932,3R,-,6895178,6896128,0,0,0
FBgn0260642,Antp,3R,-,6896253,6999228,0.257725,0.458486,0.644263
FBgn0262897,lncRNA:CR43252,3R,-,6903442,6904682,6.809788,7.909555,11.114473
FBgn0267559,lncRNA:CR45899,3R,+,7000492,7001423,0.06867,0.07976,0.112079
FBgn0266238,lncRNA:CR44933,3R,+,7037878,7039678,0,0,0
FBgn0024289,Sodh-1,3R,+,7052335,7054541,0.733958,0.852491,1.197916
FBgn0026563,CG1979,3R,+,7054586,7058671,386.216949,448.590179,630.357117
FBgn0019828,dj,3R,+,7059315,7060524,986.455383,1202.742554,1690.088867
FBgn0037463,djl,3R,+,7060767,7061919,480.209473,557.762268,783.765259
FBgn0037464,CG1988,3R,+,7062175,7064370,359.865662,425.863586,598.421753
FBgn0037465,CG1105,3R,-,7064186,7067136,4.099734,4.761832,6.691307
FBgn0037466,CG1965,3R,+,7067401,7071624,0.962825,1.13957,1.601319
FBgn0037467,Ufl1,3R,-,7071624,7074452,12.465035,14.478112,20.344584
FBgn0267568,asRNA:CR45908,3R,-,7074776,7075487,1.076791,1.25069,1.757465
FBgn0037468,CG1943,3R,+,7074859,7077981,12.935508,16.881229,23.721436
FBgn0010774,Ref1,3R,-,7077904,7080387,17.711842,20.572266,28.908066
FBgn0037469,Dpck,3R,+,7082182,7083251,8.94197,10.386079,14.594476
FBgn0037470,Tailor,3R,-,7083225,7086083,45.67181,58.603664,82.349632
FBgn0267567,asRNA:CR45907,3R,+,7085660,7086140,0.034112,0.039621,0.055675
FBgn0003884,alphaTub84B,3R,+,7086599,7088839,1498.206421,1740.163574,2445.270752
FBgn0263768,lncRNA:CR43685,3R,-,7092347,7093707,1.263497,1.467549,2.062194
FBgn0040670,e(y)2b,3R,+,7093935,7094727,54.02729,74.315224,104.427452
FBgn0261238,Alh,3R,-,7094596,7124185,2.871828,5.792688,8.139862
FBgn0267566,lncRNA:CR45906,3R,+,7110012,7110264,0,0,0
FBgn0014863,Mlp84B,3R,-,7112850,7117732,6.754783,10.287571,14.456054
FBgn0037472,CG10098,3R,+,7124548,7126503,5.71344,6.636148,9.325089
FBgn0037473,CG10068,3R,-,7126271,7128027,0.417628,0.485074,0.681624
FBgn0262149,lncRNA:CR42875,3R,+,7128087,7129067,5.797546,7.197286,10.113596
FBgn0051248,CG31248,3R,+,7129320,7130908,1.149437,1.335069,1.876033
FBgn0051494,tRNA:Gly-TCC-1-1,3R,+,7129864,7129935,0,0,0
FBgn0051491,tRNA:Gly-TCC-1-2,3R,-,7130947,7131018,0,0,0
FBgn0051493,CG31493,3R,+,7131560,7132695,0,0,0
FBgn0037475,Fer1,3R,+,7136206,7141972,0,0,0
FBgn0261702,asRNA:CR42738,3R,+,7143487,7144295,1.436842,1.832357,2.574821
FBgn0037477,CG14610,3R,-,7143729,7144295,9.127229,10.601256,14.896843
FBgn0037478,CG2656,3R,+,7144724,7151270,6.920276,8.037886,11.294805
FBgn0250732,gfzf,3R,-,7145880,7150968,5.461344,7.275988,10.224188
FBgn0011020,Sas-4,3R,+,7151367,7154219,1.500357,1.742661,2.448781
FBgn0037481,MAGE,3R,-,7154238,7155180,4.731707,5.495867,7.722771
FBgn0267569,asRNA:CR45909,3R,-,7159229,7162936,0,0,0
FBgn0002306,sas,3R,+,7162808,7183702,0.364015,0.422803,0.594121
FBgn0037482,CG10055,3R,-,7184101,7186673,59.512386,69.123512,97.13208
FBgn0086372,lap,3R,+,7186994,7200941,4.427412,9.061754,12.733541
FBgn0037483,CG14609,3R,+,7200970,7203450,159.631424,185.41156,260.539581
FBgn0250845,CG1288,3R,-,7206652,7208431,709.121155,1575.148193,2213.391846
FBgn0037485,CG14606,3R,-,7214339,7217083,0,0,0
FBgn0037486,CG14605,3R,-,7217679,7219705,181.035904,210.944336,296.418121
FBgn0037487,thw,3R,+,7224414,7241138,0.394126,0.457776,0.643266
FBgn0037488,CG14607,3R,+,7241760,7244006,0,0,0
FBgn0037489,CG1234,3R,-,7244232,7246969,7.157854,8.313832,11.682563
FBgn0037490,CG10053,3R,+,7247090,7248140,43.873726,58.460251,82.148109
FBgn0037491,CG1227,3R,-,7248151,7249738,0.757597,0.879947,1.236498
FBgn0037492,CG10050,3R,+,7249795,7251750,0,0,0
FBgn0011282,Obp84a,3R,-,7250725,7251957,0.555692,0.674323,0.947555
FBgn0001112,Gld,3R,-,7252063,7265703,1.29355,1.502455,2.111244
FBgn0265426,lncRNA:CR44338,3R,+,7263440,7264292,1.118406,1.299026,1.825386
FBgn0028400,Syt4,3R,+,7266065,7270809,0.859169,0.997923,1.402277
FBgn0037493,CR10032,3R,+,7271592,7272509,0,0,0
FBgn0267337,rn,3R,-,7272617,7309629,3.838833,6.550358,9.204536
FBgn0265421,lncRNA:CR44333,3R,-,7285230,7285595,0,0,0
FBgn0045843,RacGAP84C,3R,+,7285962,7287629,16.639465,20.565603,28.898701
FBgn0260713,CG42544,3R,+,7304592,7304954,0,0,0
FBgn0265422,lncRNA:CR44334,3R,-,7312338,7312858,0,0,0
FBgn0267805,lncRNA:CR46130,3R,+,7315399,7315661,0,0,0
FBgn0037498,CG10029,3R,-,7315724,7317207,0,0,0
FBgn0283626,lncRNA:CR46299,3R,+,7318039,7318803,0,0,0
FBgn0267944,lncRNA:CR46224,3R,+,7318988,7319232,0,0,0
FBgn0265423,CG44335,3R,+,7325597,7326459,10.448436,12.135837,17.053228
FBgn0265424,lncRNA:TS14,3R,-,7326481,7327181,0,0,0
FBgn0265425,lncRNA:CR44337,3R,+,7331500,7332002,11.39165,13.231377,18.592678
FBgn0051496,CG31496,3R,+,7345069,7346354,0.724272,0.84124,1.182108
FBgn0051501,nxf4,3R,+,7346730,7347836,34.442638,40.005051,56.214939
FBgn0262982,CG43290,3R,-,7348849,7349552,66.863014,77.661247,109.129272
FBgn0037500,CG17944,3R,-,7361368,7362123,112.096558,130.199921,182.95639
FBgn0004175,Mst84Dd,3R,-,7363307,7363773,1057.575928,1228.372192,1726.103638
FBgn0004174,Mst84Dc,3R,-,7364254,7364673,2163.892578,2517.702393,3537.864746
FBgn0004173,Mst84Db,3R,-,7365160,7365627,2306.202393,2678.64917,3764.026855
FBgn0004172,Mst84Da,3R,+,7365850,7366262,2071.808594,2406.401123,3381.465332
FBgn0015770,MstProx,3R,-,7365939,7369305,18.466564,21.448875,30.139872
FBgn0267120,lncRNA:CR45560,3R,+,7387444,7388319,21.180365,24.600948,34.569153
FBgn0261502,CG42650,3R,+,7391413,7392280,160.33725,186.231369,261.691559
FBgn0037501,Ir84a,3R,+,7406869,7409384,0,0,0
FBgn0283627,CR46300,3R,+,7418938,7420698,0,0,0
FBgn0037502,wa-cup,3R,+,7420765,7423057,145.091049,168.522949,236.80777
FBgn0037503,CG14598,3R,+,7439760,7441976,0,0,0
FBgn0011999,tRNA:Val-CAC-2-1,3R,+,7451297,7451369,0,0,0
FBgn0263565,mir-4950,3R,+,7451452,7451543,0,0,0
FBgn0011998,tRNA:Val-CAC-2-2,3R,+,7452060,7452132,0,0,0
FBgn0266239,lncRNA:CR44934,3R,-,7467940,7468662,3.052559,3.545541,4.98218
FBgn0012000,tRNA:Val-CAC-2-3,3R,-,7472060,7472132,0,0,0
FBgn0037504,CG1142,3R,-,7472458,7473781,10.130626,11.7667,16.534519
FBgn0043853,scaRNA:MeU5-C46,3R,-,7472907,7473222,0.731013,0.84907,1.19311
FBgn0065099,snRNA:7SK,3R,-,7474553,7474996,0.581081,0.674924,0.948401
FBgn0012001,tRNA:Val-CAC-2-4,3R,-,7475903,7475975,0,0,0
FBgn0015569,alpha-Est10,3R,-,7486583,7493845,9.09953,12.27902,17.254431
FBgn0261508,CG42656,3R,-,7492961,7493271,0,0,0
FBgn0015577,alpha-Est9,3R,-,7493921,7505098,0.426049,0.494855,0.695368
FBgn0037506,Mics1,3R,-,7500951,7502376,269.354828,312.855072,439.62265
FBgn0015576,alpha-Est8,3R,-,7509343,7515670,1.530612,1.777803,2.498161
FBgn0017456,Ubc84D,3R,-,7518820,7519456,276.835175,321.543457,451.831573
FBgn0015575,alpha-Est7,3R,-,7519563,7523753,0,0,0
FBgn0015574,alpha-Est6,3R,-,7524567,7528777,36.296295,42.15807,59.240349
FBgn0027934,alpha-Est4aPsi,3R,+,7526369,7528068,1.921933,2.232321,3.136848
FBgn0015831,Rtnl2,3R,-,7528864,7530241,94.448341,118.506828,166.525314
FBgn0003885,alphaTub84D,3R,+,7530753,7532732,301.208496,349.853027,491.612091
FBgn0261393,alpha-Est5,3R,-,7533496,7536390,4.746988,6.970476,9.794885
FBgn0015572,alpha-Est4,3R,-,7536687,7538615,0.926244,1.07583,1.511753
FBgn0267803,asRNA:CR46128,3R,+,7537842,7541279,0.208368,2.183887,3.068789
FBgn0015571,alpha-Est3,3R,-,7538972,7541631,191.121445,241.144226,338.854889
FBgn0015568,alpha-Est1,3R,-,7545733,7549124,1.906265,2.214123,3.111276
FBgn0267105,CG45545,3R,+,7552008,7552298,1.515464,1.760208,2.473437
FBgn0083963,Nlg3,3R,-,7570281,7639434,0.532632,0.618651,0.869326
FBgn0265420,lncRNA:CR44332,3R,-,7626882,7627290,7.603912,8.831927,12.410588
FBgn0051146,Nlg1,3R,+,7658247,7694874,0.55661,0.646501,0.908461
FBgn0037512,CG2616,3R,+,7722417,7724715,73.656593,85.551971,120.217285
FBgn0262899,CG43254,3R,-,7738965,7739563,2.274949,2.708418,3.805858
FBgn0266240,lncRNA:CR44935,3R,+,7740178,7740778,2.193012,2.547179,3.579285
FBgn0037513,pyd3,3R,-,7747913,7750079,1.543718,1.793025,2.519552
FBgn0037514,CG10919,3R,+,7758122,7759677,183.187103,212.771423,298.985535
FBgn0037515,Sp7,3R,+,7759786,7763947,0.445616,0.633163,0.889718
FBgn0037516,CG11286,3R,-,7770860,7771756,56.303104,66.981499,94.122124
FBgn0267945,lncRNA:CR46225,3R,+,7774029,7774583,2.553153,2.965482,4.167083
FBgn0267946,lncRNA:CR46226,3R,-,7775410,7775768,5.364964,6.231394,8.75633
FBgn0042102,CG18745,3R,-,7783843,7786119,0,0,0
FBgn0042105,CG18748,3R,-,7786170,7787923,0,0,0
FBgn0037517,CG10086,3R,+,7790633,7793483,10.402361,12.08232,16.978027
FBgn0037518,CG2641,3R,+,7794069,7796599,0.852318,0.989966,1.391096
FBgn0037519,CG3014,3R,-,7799264,7802793,0.872911,1.013884,1.424706
FBgn0037520,CG18268,3R,-,7802831,7804432,3.059358,3.553438,4.993276
FBgn0037521,CG2993,3R,-,7804665,7810014,0.508259,0.695716,0.977618
FBgn0051472,sgll,3R,+,7810532,7811912,2.45341,2.860422,4.019454
FBgn0051473,CG31473,3R,+,7811814,7813009,270.736206,314.459534,441.877228
FBgn0085413,CG34384,3R,+,7814361,7855392,1.248609,3.898528,5.478196
FBgn0037525,CG17816,3R,-,7855582,7886733,1.05058,1.467217,2.061727
FBgn0267802,lncRNA:CR46127,3R,-,7883693,7884441,21.081442,24.48605,34.4077
FBgn0037526,ArgRS-m,3R,+,7887045,7890150,0.688026,0.799141,1.122949
FBgn0037529,mRpS9,3R,-,7889277,7902667,7.8239,9.087443,12.769638
FBgn0260005,wtrw,3R,+,7891331,7901147,1.589368,2.883036,4.051231
FBgn0037530,EMC1,3R,-,7903030,7907363,46.51046,58.260281,81.867111
FBgn0024909,Taf7,3R,+,7907333,7909721,13.286413,19.811415,27.838921
FBgn0004901,Prat,3R,-,7909598,7911779,0,0,0
FBgn0014930,CG2846,3R,-,7912017,7913290,1.481818,1.721128,2.418523
FBgn0014931,CG2678,3R,+,7913851,7916550,0.183225,0.212815,0.299047
FBgn0037531,CG10445,3R,-,7916599,7920299,0,0,0
FBgn0002542,lds,3R,+,7920431,7924491,10.92464,12.688945,17.830456
FBgn0261453,scaRNA:MeU2-C41,3R,+,7921952,7922073,0.147541,0.171369,0.240806
FBgn0000504,dsx,3R,-,7924323,7967408,0,0,0
FBgn0037533,CD98hc,3R,-,7974409,7978428,7.843104,10.183505,14.309821
FBgn0010401,Os-C,3R,+,7978959,7979614,0,0,0
FBgn0259974,Sfp84E,3R,-,7979588,7980322,0,0,0
FBgn0037534,CG2781,3R,-,7981817,7995852,1.665147,1.934065,2.71774
FBgn0267818,lncRNA:CR46143,3R,-,7995985,7997435,0,0,0
FBgn0267817,lncRNA:CR46142,3R,-,7997606,7998352,2.795181,3.246597,4.562105
FBgn0037535,PIG-H,3R,+,7999832,8001064,3.103743,5.209331,7.32013
FBgn0266598,Kmn2,3R,-,8000548,8001309,3.804857,4.435653,6.232961
FBgn0037536,CG2698,3R,+,8001562,8006033,24.88056,33.245224,46.716049
FBgn0037537,CG2767,3R,-,8005924,8008110,19.190617,22.28986,31.321621
FBgn0040524,CG11052,3R,-,8008249,8009297,29.426508,46.110435,64.794197
FBgn0037538,CG3223,3R,+,8009400,8011018,35.796852,41.577969,58.42519
FBgn0037539,CG10435,3R,-,8010907,8013201,8.855261,10.285367,14.452955
FBgn0037540,Pbp95,3R,+,8013791,8016610,0.644871,0.749016,1.052515
FBgn0037541,CG2747,3R,-,8016210,8030790,1.162659,1.377353,1.935451
FBgn0001255,ImpE3,3R,-,8028453,8029546,1.444241,1.677483,2.357192
FBgn0037543,CG10903,3R,+,8030411,8032145,5.637508,7.136756,10.028541
FBgn0037544,CG11035,3R,-,8031130,8033009,11.51693,28.873194,40.572495
FBgn0010812,unc-45,3R,+,8033301,8037403,2.787058,3.988431,5.604528
FBgn0262362,CG43060,3R,+,8041224,8055970,0,0,0
FBgn0263596,CG43618,3R,+,8049167,8049456,0,0,0
FBgn0262363,CG43061,3R,+,8049673,8050059,0,0,0
FBgn0037546,mAChR-B,3R,+,8059284,8087049,0,0,0
FBgn0086052,snoRNA:Me18S-G423,3R,+,8075631,8075726,0,0,0
FBgn0037547,CG7910,3R,+,8087252,8089526,51.562752,63.318722,88.975212
FBgn0265418,lncRNA:CR44330,3R,+,8089757,8090285,1.625899,1.888478,2.653682
FBgn0037548,CG7900,3R,+,8094124,8105083,0.424694,0.493281,0.693157
FBgn0243512,puc,3R,+,8105332,8122294,0.690757,1.281666,1.800992
FBgn0265419,lncRNA:CR44331,3R,-,8112699,8114003,0,0,0
FBgn0037549,CG7878,3R,+,8122725,8125273,24.336,28.266212,39.719566
FBgn0037550,CG9667,3R,-,8125290,8126357,0,0,0
FBgn0037551,Gie,3R,+,8126605,8129835,2.627564,3.05191,4.288531
FBgn0001138,grn,3R,-,8147368,8181444,0,0,0
FBgn0262995,lncRNA:CR43303,3R,+,8201480,8201994,1.685841,1.958101,2.751515
FBgn0037552,CG7800,3R,+,8217957,8219734,1.898763,2.205409,3.099032
FBgn0037553,CG18249,3R,+,8220146,8222188,1.723446,2.022568,2.842105
FBgn0267111,lncRNA:CR45551,3R,-,8225279,8232178,1.295072,1.504223,2.113729
FBgn0267110,lncRNA:CR45550,3R,+,8228008,8229448,0,0,0
FBgn0267109,asRNA:CR45549,3R,-,8233228,8233962,0.848143,0.985116,1.384281
FBgn0037554,DNApol-iota,3R,+,8233507,8237389,5.28831,7.052774,9.91053
FBgn0037555,Ada2b,3R,-,8236632,8240515,2.881772,3.35742,4.717833
FBgn0037556,CG9636,3R,-,8240747,8243792,4.92611,5.888646,8.274702
FBgn0064126,CG33722,3R,+,8244055,8248054,10.94529,28.976995,40.718357
FBgn0042182,CG18749,3R,+,8244055,8248054,3.502381,4.068008,5.716348
FBgn0040528,CG15864,3R,+,8248438,8250324,2.418698,2.809313,3.947635
FBgn0260386,mtg,3R,+,8250497,8260718,0,0,0
FBgn0037560,CR18228,3R,-,8260706,8261898,0.769153,0.90937,1.277844
FBgn0010173,RpA-70,3R,-,8262120,8264451,17.428102,20.242704,28.444965
FBgn0014861,Mcm2,3R,+,8264970,8267924,2.257419,2.621987,3.684406
FBgn0037561,CG9630,3R,-,8267943,8269896,0.533265,0.619386,0.870359
FBgn0051463,CG31463,3R,+,8292335,8293609,0.111373,0.129359,0.181775
FBgn0037565,CG9626,3R,-,8293843,8300978,1.464273,1.711955,2.405632
FBgn0037566,mRpL1,3R,+,8301440,8302770,2.581147,2.997997,4.212773
FBgn0265351,nac,3R,-,8302686,8304023,0,0,0
FBgn0265101,Sgt1,3R,-,8304190,8305274,65.999077,76.657791,107.719208
FBgn0037569,tex,3R,-,8307473,8308645,1.023518,1.188814,1.670516
FBgn0263550,mir-4918,3R,-,8308431,8308485,0,0,0
FBgn0037570,CG11693,3R,-,8308881,8310778,0.474183,0.550763,0.773929
FBgn0037571,CG11694,3R,-,8311203,8312137,39.093048,45.40649,63.805019
FBgn0037572,CG11698,3R,+,8312188,8313097,27.551645,32.001179,44.967926
FBgn0037573,CG7483,3R,+,8313208,8314864,4.969212,5.771729,8.110411
FBgn0037574,Coq2,3R,-,8314784,8316543,5.313814,6.171984,8.672847
FBgn0266742,lncRNA:CR45215,3R,+,8316984,8318006,0,0,0
FBgn0062412,Ctr1B,3R,+,8317612,8319205,0,0,0
FBgn0003129,Poxm,3R,-,8319025,8333792,0.428293,0.497461,0.699031
FBgn0037576,Or85a,3R,+,8321747,8323054,0,0,0
FBgn0037577,CG7443,3R,+,8324316,8325036,2.295455,2.666166,3.746486
FBgn0040529,COX7A,3R,-,8339944,8341043,60.157818,79.399811,111.572289
FBgn0004908,Arl2,3R,+,8341100,8341872,30.924671,35.918938,50.473148
FBgn0037578,CG9601,3R,-,8341661,8343516,5.025548,5.837163,8.202358
FBgn0037579,COX7AL,3R,+,8343669,8344310,295.313446,343.00592,481.99054
FBgn0037580,DppIII,3R,+,8344400,8347465,318.166351,369.654846,519.4375
FBgn0037581,CG7352,3R,+,8347579,8349296,20.88109,25.160654,35.355648
