id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down,FDR<=0.05,FDR<=0.01,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Previous ref to RNAi working,Other species infertility phenotype?
FBgn0038320,Sra-1,protein_coding,True,True,ENSG00000273749,CYFIP1,protein_coding,False,True,ENSMUSG00000030447,Cyfip1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0038248,CG7886,protein_coding,True,True,ENSG00000148019,CEP78,protein_coding,False,True,ENSMUSG00000041491,Cep78,protein_coding,False,True,True,True,v109607,P{KK100967}VIE-260B,19,0,17,0,11,0,21,0,No motile sperm. Testis is full of seemingly individualized sperm that have no motility.,No,Centrosomal protein of 78kDa,No,
FBgn0038788,Sirt2,protein_coding,True,True,ENSG00000142082,SIRT3,protein_coding,False,True,"ENSMUSG00000025486,ENSMUSG00000015149","Sirt3,Sirt2","protein_coding,protein_coding","True,True","False,False",True,True,,,,,,,,,,,,,,,
FBgn0031850,Tsp,protein_coding,True,True,"ENSG00000105664,ENSG00000137801","COMP,THBS1","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000031849,Comp,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0003559,su(f),protein_coding,True,True,ENSG00000176102,CSTF3,protein_coding,False,True,ENSMUSG00000027176,Cstf3,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0036824,CG3902,protein_coding,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0037999,CG4860,protein_coding,True,False,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0038742,Arc42,protein_coding,True,True,"ENSG00000122971,ENSG00000196177","ACADS,ACADSB","protein_coding,protein_coding","True,False","True,True",ENSMUSG00000030861,Acadsb,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0034352,CG17669,protein_coding,True,True,ENSG00000167646,DNAAF3,protein_coding,True,False,ENSMUSG00000055809,Dnaaf3,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0264978,Slh,protein_coding,True,True,ENSG00000092108,SCFD1,protein_coding,True,True,ENSMUSG00000020952,Scfd1,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0004107,Cdk2,protein_coding,True,True,ENSG00000123374,CDK2,protein_coding,False,True,ENSMUSG00000025358,Cdk2,protein_coding,True,True,True,True,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0028932,CG16890,protein_coding,True,True,ENSG00000148690,FRA10AC1,protein_coding,True,False,ENSMUSG00000054237,Fra10ac1,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0035851,MED24,protein_coding,True,True,ENSG00000008838,MED24,protein_coding,False,True,ENSMUSG00000017210,Med24,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0001942,eIF4A,protein_coding,True,True,ENSG00000156976,EIF4A2,protein_coding,False,True,ENSMUSG00000022884,Eif4a2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0032296,CG6729,protein_coding,True,True,ENSG00000167447,SMG8,protein_coding,False,True,ENSMUSG00000020495,Smg8,protein_coding,False,True,True,True,in-house line,,,,,,,,,,,,,,
FBgn0039348,Npl4,protein_coding,True,True,ENSG00000182446,NPLOC4,protein_coding,False,True,ENSMUSG00000039703,Nploc4,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0039209,REPTOR,protein_coding,True,False,ENSG00000164463,CREBRF,protein_coding,False,True,ENSMUSG00000048249,Crebrf,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0261804,CG42750,protein_coding,False,True,"ENSG00000141096,ENSG00000015413","DPEP3,DPEP1","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000031898,Dpep3,protein_coding,True,False,True,True,v104049, P{KK112556}VIE-260B                               ,28,23,32,31,27,25,25,19,,,,No,
FBgn0025720,Ate1,protein_coding,True,True,ENSG00000107669,ATE1,protein_coding,False,True,ENSMUSG00000030850,Ate1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0020392,Nmt,protein_coding,True,True,ENSG00000136448,NMT1,protein_coding,False,True,ENSMUSG00000020936,Nmt1,protein_coding,True,False,True,False,v28019,w[1118]; P{GD12241}v28019,23,0,27,0,20,0,16,0,"Few sperm, all immotile/dead. Spermiogenesis defect",No,N-myristoyltransferase,Yes,
FBgn0023536,CG3156,protein_coding,True,True,ENSG00000150967,ABCB9,protein_coding,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","protein_coding,protein_coding","True,True","False,True",True,True,,,,,,,,,,,,,,,
FBgn0030403,CG1824,protein_coding,True,True,ENSG00000150967,ABCB9,protein_coding,False,True,"ENSMUSG00000029408,ENSMUSG00000028973","Abcb9,Abcb8","protein_coding,protein_coding","True,True","False,True",True,True,,,,,,,,,,,,,,,
FBgn0005777,PpD3,protein_coding,True,True,"ENSG00000011485,ENSG00000230510","PPP5C,PPP5D1","protein_coding,protein_coding","False,True","True,False",ENSMUSG00000003099,Ppp5c,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0000152,Axs,protein_coding,True,False,ENSG00000160746,ANO10,protein_coding,False,True,ENSMUSG00000037949,Ano10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0028879,CG15270,protein_coding,True,True,ENSG00000160746,ANO10,protein_coding,False,True,ENSMUSG00000037949,Ano10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0036053,iPLA2-VIA,protein_coding,True,True,ENSG00000184381,PLA2G6,protein_coding,True,False,ENSMUSG00000042632,Pla2g6,protein_coding,True,False,True,False,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0263005,CG43313,protein_coding,True,True,"ENSG00000033100,ENSG00000123989","CHPF2,CHPF","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000038181,Chpf2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0037379,CG10979,protein_coding,True,True,ENSG00000048405,ZNF800,protein_coding,False,True,ENSMUSG00000039841,Zfp800,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0027509,TBCD,protein_coding,True,True,ENSG00000141556,TBCD,protein_coding,False,True,ENSMUSG00000039230,Tbcd,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0033897,Rcd1,protein_coding,True,True,ENSG00000114982,KANSL3,protein_coding,True,True,ENSMUSG00000010453,Kansl3,protein_coding,True,True,True,True,v108002,P{KK100764}VIE-260B,25,0,30,0,30,2,20,0,No sperm. No post-meiotic cells are visible. Distal testis is full of cellular debris (and round cells). ,No,histone acetyltransferase,No,
FBgn0041164,armi,protein_coding,True,True,ENSG00000073146,MOV10L1,protein_coding,True,False,ENSMUSG00000015365,Mov10l1,protein_coding,True,True,True,True,31604,y[1] v[1]; P{TRiP.JF01388}attP2,11,2,17,15,27,15,25,12,No obvious defects. Plenty of motile sperm. ,Yes. Defects in small RNA pathways. https://www.sciencedirect.com/science/article/pii/S0092867404002181?via%3Dihub,RNA helicase,No,Mouse infertility reported (spermatocyte death due to piRNA regulation defect)
FBgn0037297,CG1116,protein_coding,True,True,ENSG00000107185,RGP1,protein_coding,False,True,ENSMUSG00000028468,Rgp1,protein_coding,True,True,True,True,v104878,P{KK107829}VIE-260B,34,32,27,26,15,14,30,30,,,,No,
FBgn0052687,CG32687,protein_coding,True,True,ENSG00000163428,LRRC58,protein_coding,False,True,ENSMUSG00000034158,Lrrc58,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0039141,spas,protein_coding,True,True,ENSG00000132436,FIGNL1,protein_coding,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","protein_coding,protein_coding","True,True","False,True",True,True,,,,,,,,,,,,,,,
FBgn0031519,Fign,protein_coding,True,True,ENSG00000132436,FIGNL1,protein_coding,False,True,"ENSMUSG00000024068,ENSMUSG00000035455","Spast,Fignl1","protein_coding,protein_coding","True,True","False,True",True,True,,,,,,,,,,,,,,,
FBgn0017414,cag,protein_coding,True,True,ENSG00000234616,JRK,protein_coding,False,True,ENSMUSG00000046380,Jrk,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0019932,SamDC,protein_coding,True,True,ENSG00000123505,AMD1,protein_coding,False,True,ENSMUSG00000075232,Amd1,protein_coding,False,True,True,True,v101753,P{KK109424}VIE-260B,22,21,29,29,28,27,28,26,,,,No,
FBgn0031873,Gas41,protein_coding,True,True,ENSG00000127337,YEATS4,protein_coding,True,True,ENSMUSG00000020171,Yeats4,protein_coding,True,False,True,True,v106922,P{KK101151}VIE-260B,20,20,29,29,17,17,25,25,,,,No,
FBgn0030434,Brms1,protein_coding,True,True,ENSG00000100916,BRMS1L,protein_coding,True,True,"ENSMUSG00000012076,ENSMUSG00000080268","Brms1l,Brms1","protein_coding,protein_coding","False,True","True,False",True,False,,,,,,,,,,,,,,,
FBgn0040011,Slmap,protein_coding,True,True,ENSG00000163681,SLMAP,protein_coding,False,True,ENSMUSG00000021870,Slmap,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0035833,CG7565,protein_coding,True,True,ENSG00000142687,KIAA0319L,protein_coding,False,True,"ENSMUSG00000006711,ENSMUSG00000028830","D130043K22Rik,AU040320","protein_coding,protein_coding","True,True","True,False",True,False,,,,,,,,,,,,,,,
FBgn0086445,l(2)37Cd,protein_coding,True,True,ENSG00000148308,GTF3C5,protein_coding,False,True,ENSMUSG00000026816,Gtf3c5,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0031848,Nse1,protein_coding,True,True,ENSG00000169189,NSMCE1,protein_coding,True,False,ENSMUSG00000030750,Nsmce1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0003744,trc,protein_coding,True,True,ENSG00000112079,STK38,protein_coding,False,True,ENSMUSG00000024006,Stk38,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0027610,Dic1,protein_coding,True,True,ENSG00000183048,SLC25A10,protein_coding,True,False,ENSMUSG00000025792,Slc25a10,protein_coding,True,True,True,False,v103757,P{KK102461}VIE-260B,22,20,16,14,17,17,26,23,,,,No,
FBgn0038797,Dic2,protein_coding,True,True,ENSG00000183048,SLC25A10,protein_coding,True,False,ENSMUSG00000025792,Slc25a10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0033248,Dic3,protein_coding,True,True,ENSG00000183048,SLC25A10,protein_coding,True,False,ENSMUSG00000025792,Slc25a10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0036807,CG6893,protein_coding,True,True,ENSG00000183048,SLC25A10,protein_coding,True,False,ENSMUSG00000025792,Slc25a10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0036808,Dic4,protein_coding,True,True,ENSG00000183048,SLC25A10,protein_coding,True,False,ENSMUSG00000025792,Slc25a10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0052110,CG32110,protein_coding,True,True,ENSG00000079387,SENP1,protein_coding,False,True,ENSMUSG00000033075,Senp1,protein_coding,True,False,True,False,62438,y[1] v[1]; P{TRiP.HMJ23892}attP40/CyO,55,46,45,43,65,52,60,53,,,,No,
FBgn0037141,DNApol-eta,protein_coding,True,True,ENSG00000170734,POLH,protein_coding,True,False,ENSMUSG00000023953,Polh,protein_coding,True,True,True,False,v44721,w[1118]; P{GD4222}v44721/TM3,18,17,27,27,20,16,30,30,,,,Yes,
FBgn0026876,CG11403,protein_coding,True,False,ENSG00000013573,DDX11,protein_coding,False,True,ENSMUSG00000035842,Ddx11,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0032005,Snx6,protein_coding,True,True,ENSG00000089006,SNX5,protein_coding,False,True,ENSMUSG00000056185,Snx32,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0052626,AMPdeam,protein_coding,True,True,ENSG00000116337,AMPD2,protein_coding,False,True,ENSMUSG00000027889,Ampd2,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0010441,pll,protein_coding,True,True,ENSG00000198001,IRAK4,protein_coding,False,True,ENSMUSG00000031392,Irak1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0024804,Dbp80,protein_coding,True,True,ENSG00000168872,DDX19A,protein_coding,False,True,"ENSMUSG00000032101,ENSMUSG00000033658","Ddx25,Ddx19b","protein_coding,protein_coding","True,True","False,True",True,True,34682,y[1] sc[*] v[1]; P{TRiP.HMS01160}attP2,19,3,22,5,52,13,95,23,Few sperm. Spermiogenesis defect,No,RNA helicase,No,Mouse infertility reported (for both mouse genes): spermiogenesis defect in Ddx25
FBgn0032517,CG7099,protein_coding,True,True,ENSG00000077235,GTF3C1,protein_coding,False,True,ENSMUSG00000032777,Gtf3c1,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0029820,CG16721,protein_coding,True,True,ENSG00000176148,TCP11L1,protein_coding,False,True,ENSMUSG00000062859,Tcp11,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0004876,cdi,protein_coding,True,True,ENSG00000070759,TESK2,protein_coding,False,True,"ENSMUSG00000033985,ENSMUSG00000028458","Tesk2,Tesk1","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0263974,qin,protein_coding,True,True,ENSG00000132972,RNF17,protein_coding,False,True,ENSMUSG00000000365,Rnf17,protein_coding,True,False,True,False,,,,,,,,,,,,,,,Mouse infertility reported
FBgn0051634,Oatp26F,protein_coding,True,True,ENSG00000173930,SLCO4C1,protein_coding,True,False,ENSMUSG00000025790,Slco3a1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032123,Oatp30B,protein_coding,True,True,ENSG00000173930,SLCO4C1,protein_coding,True,False,ENSMUSG00000025790,Slco3a1,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0031094,CG9578,protein_coding,True,True,ENSG00000143155,TIPRL,protein_coding,False,True,ENSMUSG00000040843,Tiprl,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0003716,tkv,protein_coding,True,True,ENSG00000135503,ACVR1B,protein_coding,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0011300,babo,protein_coding,True,True,ENSG00000135503,ACVR1B,protein_coding,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0003317,sax,protein_coding,True,True,ENSG00000135503,ACVR1B,protein_coding,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","protein_coding,protein_coding","False,False","True,True",True,False,,,,,,,,,,,,,,,
FBgn0010812,unc-45,protein_coding,True,True,ENSG00000140553,UNC45A,protein_coding,True,False,ENSMUSG00000018845,Unc45b,protein_coding,True,True,True,False,v33560,w[1118]; P{GD9815}v33560,20,0,26,20,25,0,15,12,"Few sperm, all presumably immotile/dead. Individualization defect",No,binds Hsp83 and myosin,Yes,
FBgn0001086,fzy,protein_coding,True,True,ENSG00000117399,CDC20,protein_coding,True,False,ENSMUSG00000006398,Cdc20,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0030109,CG12121,protein_coding,True,True,"ENSG00000125734,ENSG00000148358","GPR108,GPR107","protein_coding,protein_coding","False,False","True,True",ENSMUSG00000005823,Gpr108,protein_coding,True,True,True,True,,,,,,,,,,,,,,,
FBgn0266709,Zmynd10,protein_coding,True,True,ENSG00000004838,ZMYND10,protein_coding,True,True,ENSMUSG00000010044,Zmynd10,protein_coding,True,True,True,False,,,,,,,,,,,,,,,
FBgn0040075,rept,protein_coding,True,True,ENSG00000183207,RUVBL2,protein_coding,True,False,ENSMUSG00000003868,Ruvbl2,protein_coding,True,False,True,True,v103483,P{KK105732}VIE-260B,13,0,29,0,18,0,19,0,No sperm. Individualization defect.,No,histone acetyltransferase,Yes,
FBgn0027580,PCB,protein_coding,True,True,ENSG00000173599,PC,protein_coding,True,False,ENSMUSG00000024892,Pcx,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0262872,milt,protein_coding,True,True,ENSG00000115993,TRAK2,protein_coding,False,True,"ENSMUSG00000026028,ENSMUSG00000032536","Trak2,Trak1","protein_coding,protein_coding","False,False","True,True",True,True,,,,,,,,,,,,,,,
FBgn0039943,CG17168,protein_coding,True,True,ENSG00000163877,SNIP1,protein_coding,False,True,ENSMUSG00000050213,Snip1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0029891,Pink1,protein_coding,True,True,ENSG00000158828,PINK1,protein_coding,False,True,ENSMUSG00000028756,Pink1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0017482,T3dh,protein_coding,True,False,ENSG00000147576,ADHFE1,protein_coding,True,True,ENSMUSG00000025911,Adhfe1,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0028997,nmdyn-D7,protein_coding,True,True,ENSG00000143156,NME7,protein_coding,False,True,ENSMUSG00000026575,Nme7,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0032373,Vha100-5,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0028670,Vha100-2,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0028671,Vha100-1,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0028669,Vha100-3,protein_coding,True,True,ENSG00000033627,ATP6V0A1,protein_coding,False,True,ENSMUSG00000019302,Atp6v0a1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0260475,CG30059,protein_coding,True,False,ENSG00000135677,GNS,protein_coding,True,False,ENSMUSG00000034707,Gns,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0033836,CG18278,protein_coding,True,False,ENSG00000135677,GNS,protein_coding,True,False,ENSMUSG00000034707,Gns,protein_coding,False,True,True,False,,,,,,,,,,,,,,,
FBgn0259483,Mob4,protein_coding,True,True,ENSG00000115540,MOB4,protein_coding,False,True,ENSMUSG00000025979,Mob4,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0030692,mRpS30,protein_coding,True,True,ENSG00000112996,MRPS30,protein_coding,False,True,ENSMUSG00000021731,Mrps30,protein_coding,True,False,True,False,,,,,,,,,,,,,,,
FBgn0036496,CG7804,protein_coding,True,True,ENSG00000120948,TARDBP,protein_coding,False,True,ENSMUSG00000041459,Tardbp,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0025790,TBPH,protein_coding,True,True,ENSG00000120948,TARDBP,protein_coding,False,True,ENSMUSG00000041459,Tardbp,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0032691,Atac2,protein_coding,True,True,ENSG00000149474,KAT14,protein_coding,False,True,ENSMUSG00000027425,Kat14,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0038452,CG14905,protein_coding,False,True,ENSG00000105479,CCDC114,protein_coding,True,True,ENSMUSG00000040189,Ccdc114,protein_coding,True,False,True,True,v103386,P{KK100384}VIE-260B,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,,,No,
FBgn0039070,CG17083,protein_coding,True,True,ENSG00000105479,CCDC114,protein_coding,True,True,ENSMUSG00000040189,Ccdc114,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0034266,CG4975,protein_coding,True,True,ENSG00000130638,ATXN10,protein_coding,False,True,ENSMUSG00000016541,Atxn10,protein_coding,True,False,True,True,,,,,,,,,,,,,,,
FBgn0002973,numb,protein_coding,True,True,ENSG00000133961,NUMB,protein_coding,False,True,ENSMUSG00000021224,Numb,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0031217,CG11377,protein_coding,True,True,"ENSG00000163703,ENSG00000184164","CRELD1,CRELD2","protein_coding,protein_coding","False,False","True,True","ENSMUSG00000023272,ENSMUSG00000030284","Creld2,Creld1","protein_coding,protein_coding","True,False","False,True",True,True,,,,,,,,,,,,,,,
FBgn0004889,tws,protein_coding,True,True,ENSG00000175470,PPP2R2D,protein_coding,False,True,"ENSMUSG00000024500,ENSMUSG00000041769","Ppp2r2b,Ppp2r2d","protein_coding,protein_coding","True,True","False,False",True,False,,,,,,,,,,,,,,,
FBgn0051523,CG31523,protein_coding,True,True,ENSG00000066322,ELOVL1,protein_coding,False,True,ENSMUSG00000006390,Elovl1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0051522,CG31522,protein_coding,True,True,ENSG00000066322,ELOVL1,protein_coding,False,True,ENSMUSG00000006390,Elovl1,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0004556,Dbp73D,protein_coding,True,True,ENSG00000185163,DDX51,protein_coding,False,True,ENSMUSG00000029504,Ddx51,protein_coding,True,True,True,True,v108310,P{KK102538}VIE-260B,27,26,11,11,18,18,30,30,GD works,,,No,
FBgn0267790,rump,protein_coding,True,True,ENSG00000099783,HNRNPM,protein_coding,False,True,ENSMUSG00000059208,Hnrnpm,protein_coding,False,True,True,True,,,,,,,,,,,,,,,
FBgn0038358,CG4525,protein_coding,True,True,ENSG00000105948,TTC26,protein_coding,True,False,ENSMUSG00000056832,Ttc26,protein_coding,True,True,True,False,v107708,P{KK100844}VIE-260B,17,14,30,30,27,26,27,25,"Try GD, even if it has no reported pheno",,,No,Mouse infertility reported for mutant: spermiogenesis defect involving Sertoli cells
