id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0040228,DCTN5-p25,v8057,P{GD3469}v8057,Screened,,21,17,19,13,16,16,30,30,,Yes. Male sterility (http://flybase.org/reports/FBrf0209649.html),Motor protein,Yes ,,,G,,,http://flybase.org/reports/FBgn0040228,"Original ""pool"""
FBgn0034109,CG7747,v44854,P{GD1708}v44854,Screened,,26,26,27,25,26,18,25,22,,No,Peptidylprolyl isomerase,Yes ,,,,,,http://flybase.org/reports/FBgn0034109,"Original ""pool"""
FBgn0033117,CG3358, v110337 (v41819 lethal),P{KK100786}VIE-260B,Screened,,27,25,29,21,27,24,25,24,,No,Predicted to have 3'-5'-exodeoxyribonuclease activity,No,,,,,,http://flybase.org/reports/FBgn0033117,"Original ""pool"""
FBgn0004360,Wnt2,29441,P{TRiP.JF03377}attP2,Screened,,30,27,25,21,25,24,25,20,,Yes. Defects (variable penetrance) in the somatic component of the testis (http://genesdev.cshlp.org/content/12/8/1155),Signaling receptor binding,No,,,H,,,http://flybase.org/reports/FBgn0004360,"Original ""pool"""
FBgn0028426,RNaseZ,55736,P{TRiP.HMC03826}attP40,Screened,,28,23,29,26,26,23,30,27,,Yes. Pre-meiotic defects that compromise all subsequent stages of spermatogenesis (https://www.sciencedirect.com/science/article/pii/S0012160613003734?via%3Dihub),Ribonuclease Z,Yes,,,D,,,http://flybase.org/reports/FBgn0028426,"Original ""pool"""
FBgn0032812,Hakai,in-house line,M{IGCt.CG10263.attp}ZH-86Fb,Screened,,26,24,25,25,30,26,28,20,,No,Ring finger type E3 ubiquitin ligase,No,,,,,,http://flybase.org/reports/FBgn0032812,"Original ""pool"""
FBgn0051958,CR31958,31569,P{TRiP.JF01142}attP2,Screened,,23,18,30,24,26,24,25,25,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0051958,"Original ""core"""
FBgn0031106,Syx16,v8644,P{GD3694}v8644,Screened,,29,24,30,24,25,25,25,22,,No,SNAP receptor,Yes,,,,,,http://flybase.org/reports/FBgn0031106,"Original ""core"""
FBgn0034803,CG9849,55948,P{TRiP.HMC04237}attP40,Screened,,17,12,73,62,56,55,83,81,,No,Involved in muscle cell fate determination,No ,,,,,,http://flybase.org/reports/FBgn0034803,"Original ""pool"""
FBgn0020622,Pi3K21B,36810,P{TRiP.GL01028}attP2,Screened,,30,30,25,24,25,24,25,15,,No,Heterodimeric kinase involved in phosphatidylinositol phosphorylation ,No ,,,,,,http://flybase.org/reports/FBgn0020622,"Original ""pool"""
FBgn0022942,Cbp80,v22331 - lost stock,P{GD12110}v22331,Screened,,18,18,25,20,25,19,30,29,,No,Predicted mRNA binding activity,Yes ,,,,,,http://flybase.org/reports/FBgn0022942,"Original ""pool"""
FBgn0034657,LBR,v39468,P{GD2133}v39468,Screened,,28,28,28,23,26,21,30,27,,No,Lamin B receptor,Yes ,Mouse infertility (Lbr). No detailed phenotype (https://academic.oup.com/hmg/article/17/19/2921/2385590),,,G,,http://flybase.org/reports/FBgn0034657,"Original ""pool"""
FBgn0027095,Manf,v12834,P{GD4793}v12834,Screened,,26,22,25,19,26,24,34,34,,Yes. Reduced sperm production (https://www.mdpi.com/2073-4409/10/2/289/htm),Neurotrophic factor,Yes ,,,C,,,http://flybase.org/reports/FBgn0027095,"Original ""pool"""
FBgn0034432,CG7461,55347,P{TRiP.HMC04034}attP40,Screened,,30,24,27,27,32,27,27,24,,No,Predicted flavin adenine dinucleotide binding,No,,,,,,http://flybase.org/reports/FBgn0034432,"Original ""pool"""
FBgn0034214,CG6550,61311,P{TRiP.HMJ23145}attP40,Screened,,26,20,26,23,26,26,25,22,,No,Predicted N6-threonylcarbomyladenosine methylthiotransferase activity,No ,,,,,,http://flybase.org/reports/FBgn0034214,"Original ""pool"""
FBgn0285911,Vps16A,v23769,P{GD13782}v23769,Screened,,25,22,25,23,27,24,26,22,,No,Subunit of a heterohexameric tethering complex,Yes ,,,,,,http://flybase.org/reports/FBgn0285911,"Original ""pool"""
FBgn0031764,CG9107,43547,P{TRiP.HMS02555}attP40,Screened,,30,30,23,16,25,21,25,25,,No,Predicted nucleic acid binding,No ,,,,,,http://flybase.org/reports/FBgn0031764,"Original ""pool"""
FBgn0032378,CycY,34009,P{TRiP.HMS00974}attP2,Screened,,25,16,16,15,28,28,25,24,,No,Predicted cyclin-dependent protein serine/threonine kinase regulator,No ,"Mouse infertility (Ccnyl1). Spermiogenesis defects, but normal counts (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005485)",,,B,,http://flybase.org/reports/FBgn0032378,"Original ""pool"""
FBgn0030871,CG8142,v10881,P{GD4428}v10881,Screened,,26,21,26,25,26,20,29,29,,No,Predicted to contribute to DNA clamp loader activity,Yes ,,,,,,http://flybase.org/reports/FBgn0030871,"Original ""pool"""
FBgn0036480,Cep135,65357,P{TRiP.HMC06109}attP40,Screened,,26,23,26,21,25,25,26,22,,Yes. Centriole defects from spermatocyte stage onwards (https://jcs.biologists.org/content/125/23/5881),Microtubule binding protein important for centriole elongation and stability,No,Human infertility (CEP135). MMAF (https://www.sciencedirect.com/science/article/pii/S0378111917306844?via%3Dihub).,,A,,C,http://flybase.org/reports/FBgn0036480,"Original ""pool"""
FBgn0023514,CG14805,v32327,P{GD8449}v32327,Screened,,26,23,27,22,29,29,25,21,,No,Predicted to be involved in rRNA processing and regulation of DNA-dependent DNA replication initiation,Yes,,,,,,http://flybase.org/reports/FBgn0023514,"Original ""pool"""
FBgn0033060,CG7849,v22588,P{GD12304}v22588,Screened,,26,22,25,23,26,22,28,26,,No,Predicted pseudouridine synthase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0033060,"Original ""pool"""
FBgn0051960,CG31960,v109247,P{KK116212}VIE-260B,Screened,,30,23,26,21,25,25,30,29,,No,Predicted to have calcium ion binding activity,No,,,,,,http://flybase.org/reports/FBgn0051960,"Original ""core"""
FBgn0266377,Pde8,v25976,P{GD10547}v25976,Screened,,29,29,26,25,30,21,25,22,,No,"3',5'-cyclic-nucleotide phosphodiesterase",Yes ,,,,,,http://flybase.org/reports/FBgn0266377,"Original ""pool"""
FBgn0039580,Gfat2,v17187,P{GD8023}v17187,Screened,,25,20,25,22,29,27,30,28,,No,Glutamine--fructose-6-phosphate transaminase,Yes,Human asthenozoospermia (2/2) (https://pubmed.ncbi.nlm.nih.gov/30849544/),,,,C,http://flybase.org/reports/FBgn0039580,"Original ""pool"""
FBgn0000579,Eno,v110090,P{KK100571}VIE-260B,Screened,,28,25,27,23,30,30,25,20,,No,Phosphopyruvate hydratase involved in glucose homeostasis,Yes ,,,,,,http://flybase.org/reports/FBgn0000579,"Original ""pool"""
FBgn0013548,l(2)dtl,v31484,P{GD7261}v31484,Screened,,25,22,26,25,26,22,28,24,,Yes. Low male fertilty (https://www.tandfonline.com/doi/full/10.4161/fly.20247).,Substrate receptor for a Cul4-based E3 ubiquitin ligase,Yes,,,G,,,http://flybase.org/reports/FBgn0013548,"Original ""pool"""
FBgn0035690,CG10274,26239,P{TRiP.JF02137}attP2,Screened,Heterozygous - missense (19 DM genes),29,29,35,35,23,21,30,19,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0035690,"Original ""pool"""
FBgn0003656,sws,31993,P{TRiP.JF03428}attP2,Screened,,20,19,31,30,29,25,30,23,,No,Lysophospholipase,Yes ,,,,,,http://flybase.org/reports/FBgn0003656,"Original ""pool"""
FBgn0034194,CG15611,31158,P{TRiP.JF01651}attP2,Screened,,25,22,21,17,21,18,25,25,,No,Predicted to have Rho guanyl-nucleotide exchange factor activity,No,,,,,,http://flybase.org/reports/FBgn0034194,"Original ""core"""
FBgn0037873,SdhC,53281,P{TRiP.HMC03497}attP40,Screened,,30,30,29,28,26,23,30,21,,No,Succinate dehydrogenase subunit C,Yes,,,,,,http://flybase.org/reports/FBgn0037873,"Original ""pool"""
FBgn0030753,rngo,v40513,P{GD11310}v40513,Screened,,15,13,25,24,30,26,21,18,,No,Ubiquitin receptor,Yes ,,,,,,http://flybase.org/reports/FBgn0030753,"Original ""pool"""
FBgn0010382,CycE,29314,P{TRiP.JF02473}attP2,Screened,,20,17,30,30,18,16,32,26,,Presumably yes. Sterility reported (https://mcb.asm.org/content/18/1/141.long),Cyclin E,Yes,Mouse infertility (for Ccne2). Abnormal spermatogenesis (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004165),,G,E,,http://flybase.org/reports/FBgn0010382,"Original ""core"""
FBgn0000212,brm,31712,P{TRiP.HM04019}attP2,Screened,Heterozygous - missense,21,20,25,25,25,22,25,18,,No,ATPase subunit of the Brahma chromatin-remodeling complex,Yes ,,,,,,http://flybase.org/reports/FBgn0000212,"Original ""pool"""
FBgn0034479,CG8654,61850,P{TRiP.HMJ23339}attP40,Screened,,30,30,8,6,25,24,26,22,,No,Member of the solute carrier family 22,No ,,,,,,http://flybase.org/reports/FBgn0034479,"Original ""pool"""
FBgn0020930,Dgkepsilon,v4659,P{GD1964}v4659,Screened,,24,20,30,24,25,25,26,24,,No,Diacyl glycerol kinase ε,Yes ,,,,,,http://flybase.org/reports/FBgn0020930,"Original ""pool"""
FBgn0039329,CG10669,31946,P{TRiP.JF02237}attP2,Screened,Heterozygous - missense (19 DM genes),25,25,11,10,20,15,30,27,,No,Zinc finger C2H2 transcription factor,No ,,,,,,http://flybase.org/reports/FBgn0039329,"Original ""pool"""
FBgn0015239,Hr78,31990,P{TRiP.JF03424}attP2,Screened,,22,22,26,25,25,20,30,24,,No,Hormone-receptor-like in 78,No ,,,,,,http://flybase.org/reports/FBgn0015239,"Original ""pool"""
FBgn0000181,bic,v15453,P{GD5037}v15453,Screened,,25,20,25,20,26,25,28,28,,No,β subunit of the nascent polypeptide-associated complex,Yes,,,,,,http://flybase.org/reports/FBgn0000181,"Original ""pool"""
FBgn0002466,sti,35392,P{TRiP.GL00312}attP2,Screened,,24,18,27,23,30,30,25,24,,Yes. Meiotic cytokinesis defects (https://www.molbiolcell.org/doi/10.1091/mbc.e04-06-0536),Member of the AGC family of kinases,Yes ,,,A,,,http://flybase.org/reports/FBgn0002466,"Original ""pool"""
FBgn0032475,Sfmbt,32473,P{TRiP.HMS00473}attP2,Screened,,20,20,18,13,27,27,25,21,,No,Subunit of the Polycomb Group protein complex Pho repressive complex,No ,,,,,,http://flybase.org/reports/FBgn0032475,"Original ""pool"""
FBgn0050410,Rpi,62196,P{TRiP.HMC05203}attP40,Screened,,26,24,25,20,25,24,25,22,,No,Ribose-5-phosphate isomerase,No,,,,,,http://flybase.org/reports/FBgn0050410,"Original ""pool"""
FBgn0037756,CG8507,v42640,P{GD2884}v42640,Screened,,25,21,26,25,25,20,26,25,,No,Predicted heparin binding,Yes,,,,,,http://flybase.org/reports/FBgn0037756,"Original ""pool"""
FBgn0000139,ash2,35388,P{TRiP.GL00307}attP2,Screened,,25,24,21,15,38,38,27,24,,Yes. Sterility reported (http://www.ijdb.ehu.es/web/paper.php?doi=12068954),Component of the histone methyltransferase complex that specifically methylates H3K4,Yes,,,G,,,http://flybase.org/reports/FBgn0000139,"Original ""pool"""
FBgn0039767,CG2218,v32517,P{GD8892}v32517,Screened,,27,25,26,24,28,20,26,26,,No,Predicted to have ubiquitin protein ligase binding activity and ubiquitin-ubiquitin ligase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0039767,"Original ""pool"""
FBgn0036888,CG9330,v44649,P{GD14189}v44649,Screened,,25,22,26,25,25,19,27,26,,No,Adenosinetriphosphatase,Yes,,,,,,http://flybase.org/reports/FBgn0036888,"Original ""pool"""
FBgn0020278,loco,v9248,P{GD1282}v9248,Screened,,29,24,28,24,26,26,25,22,,"Yes. Abnormal testes, with sperm cells (https://bmcdevbiol.biomedcentral.com/articles/10.1186/1471-213X-8-37)",Regulator of G-protein signalling,Yes,,,G,,,http://flybase.org/reports/FBgn0020278,"Original ""pool"""
FBgn0262740,Evi5,v105146,P{KK102267}VIE-260B,Screened,,30,28,27,19,28,26,25,25,,No,Functions as a GTPase-activating protein,Yes,,,,,,http://flybase.org/reports/FBgn0262740,"Original ""pool"""
FBgn0266719,stac,v31571,P{GD7394}v31571,Screened,Heterozygous - missense (2 DM genes),25,24,25,25,25,21,30,23,,No,Essential component of secretory lysosome-related organelles,Yes ,,,,,,http://flybase.org/reports/FBgn0266719,"Original ""pool"""
FBgn0039234,Nct,57497,P{TRiP.HMC04812}attP40,Screened,,25,22,25,25,25,19,28,26,,No,Transmembrane protein,No ,,,,,,http://flybase.org/reports/FBgn0039234,"Original ""pool"""
FBgn0263602,Tasp1,64907,P{TRiP.HMC05780}attP40,Screened,,25,22,26,20,25,24,25,24,,No,Threonine-type endopeptidase,No ,Mouse infertility (Tasp1). Spermiogenesis defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947863/),,,B,,http://flybase.org/reports/FBgn0263602,"Original ""pool"""
FBgn0086784,stmA,v23618,P{GD14013}v23618,Screened,,20,18,14,12,23,23,27,22,,No,Involved in mitotic cytokinesis; phototransduction; and synaptic vesicle cycle,Yes ,,,,,,http://flybase.org/reports/FBgn0086784,"Original ""pool"""
FBgn0031266,Sf3b1,28965 (33650 lethal),P{TRiP.HM05176}attP2,Screened,,25,21,30,28,25,21,25,24,,No,Splicing factor 3b subunit 1,Yes,,,,,,http://flybase.org/reports/FBgn0031266,"Original ""pool"""
FBgn0002914,Myb,v37710,P{GD4472}v37710,Screened,,27,27,30,30,28,24,25,18,,No,Transcription factor that activates the transcription of genes involved in the G2/M phases of the cell cycle,Yes ,Mouse infertility (Mybl1). Meiotic defects (https://dev.biologists.org/content/138/15/3319),,,A,,http://flybase.org/reports/FBgn0002914,"Original ""pool"""
FBgn0002542,lds,v13308,P{GD4508}v13308,Screened,,27,24,20,16,25,24,28,26,,Yes. Chromosome instability in meiosis and spermiogenesis defects (https://www.genetics.org/content/181/2/367),Part of the spindle assembly checkpoint ,Yes,,,A,,,http://flybase.org/reports/FBgn0002542,"Original ""core"""
FBgn0036493,CG7255,58352,P{TRiP.HMS04333}attP40,Screened,,28,27,25,21,29,28,26,21,,No,Predicted amino acid transmembrane transporter activity,Yes ,,,,,,http://flybase.org/reports/FBgn0036493,"Original ""pool"""
FBgn0002719,Men,41652,P{TRiP.GL01234}attP2,Screened,,30,22,15,14,28,27,19,18,,Yes. Reduced number of early germ cells (https://www.genetics.org/content/167/2/707),Dehydrogenase that catalyzes the oxidation of malate to pyruvate ,No,,,D,,,http://flybase.org/reports/FBgn0002719,"Original ""core"""
FBgn0085190,CG34161,in house line ,M{IGCt.CG34161.attp}ZH-86Fb,Screened,,25,21,25,24,30,28,26,22,,No,Predicted acylphosphatase,No,,,,,,http://flybase.org/reports/FBgn0085190,"Original ""core"""
FBgn0260746,Ect3,41655,P{TRiP.GL01237}attP2,Screened,Heterozygous - missense (multiple; 2 DM genes),17,17,28,24,25,21,26,23,,No,Beta-galactosidase,No ,,,,,,http://flybase.org/reports/FBgn0260746,"Original ""pool"""
FBgn0263289,scrib,35748,P{TRiP.HMS01490}attP2,Screened,,25,25,23,21,30,27,26,20,,No,Scaffolding protein,Yes ,,,,,,http://flybase.org/reports/FBgn0263289,"Original ""pool"""
FBgn0027537,Nup93-1,v16189,P{GD7196}v16189,Screened,,25,23,20,18,30,23,25,25,,No,Nucleoporin 93kD-1 ,Yes,,,,,,http://flybase.org/reports/FBgn0027537,"Original ""core"""
FBgn0034687,CG11475,v22864,P{GD12628}v22864,Screened,,31,31,26,24,25,24,27,19,,No,Predicted to have enzyme binding and phosphatase activity,Yes,,,,,,http://flybase.org/reports/FBgn0034687,"Original ""core"""
FBgn0038788,Sirt2,32482,P{TRiP.HMS00485}attP2,Screened,,26,20,22,18,25,25,31,31,,Yes. Spermiogenesis defects (https://www.cell.com/current-biology/fulltext/S0960-9822(20)30765-X?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS096098222030765X%3Fshowall%3Dtrue),NAD-dependent histone deacetylase,No ,,,B,,,http://flybase.org/reports/FBgn0038788,"Original ""pool"""
FBgn0039183,Dis3,v108013,P{KK101473}VIE-260B,Screened,,26,22,27,27,27,22,28,26,,No,Exoribonuclease that forms part of the RNA processing exosome complex,Yes,,,,,,http://flybase.org/reports/FBgn0039183,"Original ""pool"""
FBgn0266268,FeCH,v20804,P{GD9723}v20804,Screened,Homozygous - missense,27,22,30,30,25,24,27,22,,No,Protoporphyrin ferrochelatase,Yes ,,,,,,http://flybase.org/reports/FBgn0266268,"Original ""pool"""
FBgn0027950,MBD-like,44105,P{TRiP.HMS02825}attP40,Screened,,30,29,31,28,26,24,25,20,,No,Protein involved in chromosome condensation and transcription repression,Yes,,,,,,http://flybase.org/reports/FBgn0027950,"Original ""pool"""
FBgn0038008,CG3942,v21743,P{GD11165}v21743,Screened,,31,31,27,26,25,25,30,19,,No,Predicted to have glycerophosphocholine phosphodiesterase activity,Yes,,,,,,http://flybase.org/reports/FBgn0038008,"Original ""core"""
FBgn0263390,Nha2,v330671,P{VSH330671}attP40,Screened,,29,26,27,20,29,29,25,24,,No,Na[+]/H[+] hydrogen antiporter 2,No,,,,,,http://flybase.org/reports/FBgn0263390,"Original ""pool"""
FBgn0035851,MED24,33755,P{TRiP.HMS01097}attP2,Screened,,25,21,24,23,25,21,25,24,,No,Transcription coregulator activity,No,,,,,,http://flybase.org/reports/FBgn0035851,"Original ""pool"""
FBgn0033382,Hydr1,62989,P{TRiP.HMJ30066}attP40,Screened,,25,18,16,16,30,30,25,22,,No,Predicted to have acylglycerol lipase and short-chain carboxylesterase activity,No,,,,,,http://flybase.org/reports/FBgn0033382,"Original ""core"""
FBgn0011205,fbl,v44157,P{GD10556}v44157,Screened,,25,25,26,25,25,19,25,22,,Yes. Meiotic and post-meiotic defects (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1461544),Pantothenate kinase,Yes,Mouse infertility (for Pank2). Spermiogenesis arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2117329/),,A,B,,http://flybase.org/reports/FBgn0011205,"Original ""pool"""
FBgn0027518,Wdr24,62393,P{TRiP.HMJ23816}attP40,Screened,,26,24,25,20,25,24,25,23,,No,Component of the GATOR2 complex,No,,,,,,http://flybase.org/reports/FBgn0027518,"Original ""pool"""
FBgn0263391,hts,v29102,P{GD14187}v29102,Screened,,25,25,26,23,28,22,30,28,,Yes. Spindle defects (https://onlinelibrary.wiley.com/doi/abs/10.1016/j.cellbi.2005.03.002).,Adducin homolog,Yes,,,D,,,http://flybase.org/reports/FBgn0263391,"Original ""pool"""
FBgn0050423,CG30423,62369,P{TRiP.HMJ23764}attP40,Screened,,25,21,25,23,25,23,27,25,,No,Predicted to have signaling receptor binding activity,No ,,,,,,http://flybase.org/reports/FBgn0050423,"Original ""pool"""
FBgn0033549,mms4,64952,P{TRiP.HMC05826}attP40,Screened,,25,22,26,22,25,24,25,23,,No,Non-catalytic subunit of the mus81-mms4 endonuclease,No ,,,,,,http://flybase.org/reports/FBgn0033549,"Original ""pool"""
FBgn0013812,Dhc93AB,51511,P{TRiP.HMC03281}attP2,Screened,Heterozygous - frameshift; missense (multiple),26,24,29,28,25,18,26,26,,No,Dynein heavy chain at 93AB,No,Mouse infertility. Sperm tail defects (http://jem.rupress.org/content/early/2019/10/25/jem.20182365),,,B,,http://flybase.org/reports/FBgn0013812,"Original ""pool"""
FBgn0032005,Snx6,v24275,P{GD13877}v24275,Screened,,25,18,26,24,29,28,31,31,,No,Phosphatidylinositol-3-phosphate binding,Yes,,,,,,http://flybase.org/reports/FBgn0032005,"Original ""pool"""
FBgn0286781,cass,v51472,P{GD1338}v51472,Screened,,25,22,26,24,26,22,25,24,,No,Antiapoptotic factor,Yes ,,,,,,http://flybase.org/reports/FBgn0286781,"Original ""pool"""
FBgn0037531,CG10445,56943,P{TRiP.HMC04382}attP2,Screened,,29,19,22,21,32,32,26,26,,No,Predicted ATP binding,No,,,,,,http://flybase.org/reports/FBgn0037531,"Original ""pool"""
FBgn0032188,CG13137,v41500,P{GD7933}v41500,Screened,,25,24,26,24,30,23,25,24,,No,Predicted to be involved in nucleocytoplasmic transport,Yes,,,,,,http://flybase.org/reports/FBgn0032188,"Original ""core"""
FBgn0005696,DNApol-alpha73,77417,P{TRiP.HMC06549}attP2,Screened,,25,21,29,28,31,27,30,28,,No,DNA polymerase alpha subunit 2,No ,,,,,,http://flybase.org/reports/FBgn0005696,"Original ""pool"""
FBgn0003716,tkv,40937,P{TRiP.HMS02185}attP40,Screened,,20,19,27,24,25,21,30,28,,Yes. Germ cell differentiation defects (https://www.cell.com/cell/fulltext/S0092-8674(10)01302-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867410013024%3Fshowall%3Dtrue),Transforming growth factor beta type I receptor,Yes,,,D,,,http://flybase.org/reports/FBgn0003716,"Original ""pool"""
FBgn0259986,nab,64557,P{TRiP.HMC05576}attP40,Screened,,27,25,26,21,25,25,25,22,,No,Transcriptional co-factor,No,,,,,,http://flybase.org/reports/FBgn0259986,"Original ""pool"""
FBgn0243511,psidin,v21960,P{GD11446}v21960,Screened,,28,27,25,23,28,27,26,20,,No,Predicted to contribute to peptide alpha-N-acetyltransferase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0243511,"Original ""pool"""
FBgn0004373,fwd,v27785,P{GD12100}v27785,Screened,,26,23,26,21,27,25,31,31,,Yes. Meiotic cytokinesis defects (https://dev.biologists.org/content/127/17/3855.long),Golgi-localized lipid kinase,Yes ,,,A,,,http://flybase.org/reports/FBgn0004373,"Original ""pool"""
FBgn0030403,CG1824,v106935,P{KK102841}VIE-260B,Screened,,30,28,26,24,25,20,28,27,,No,Adenosinetriphosphatase,No ,,,,,,http://flybase.org/reports/FBgn0030403,"Original ""pool"""
FBgn0024542,Neos,55960,P{TRiP.HMC04254}attP40,Screened,,23,21,26,22,28,26,30,28,,No,Predicted nucleic acid binding,Yes,Mouse infertility (Ncoa5). Spermiogenesis defects (https://www.nature.com/articles/s41598-019-52105-9),,,B,,http://flybase.org/reports/FBgn0024542,"Original ""pool"""
